module_variable_name	source_text	target_text	need_translate
Common.Other.GlobalPrompt.UNION_EXPLORE_QUESTION_RIGHT_PROMPT	回答正确，获得个人贡献#C(#00FF00)%s#n, 公会资源#C(#00FF00)%s#n，前进#C(#00FF00)%s#n米	récompense correcte，acquérir la contribution personnelle#C(#00FF00)%s#n, ressources de la guilde #C(#00FF00)%s#n，avancer#C(#00FF00)%s#nmètres	0
Common.Other.GlobalPrompt.UNION_EXPLORE_QUESTION_WRONG_PROMPT	回答错误，获得个人贡献#C(#00FF00)%s#n, 公会资源#C(#00FF00)%s#n，后退#C(#00FF00)%s#n米	récompense incorrecte，acquérir la contribution personnelle#C(#00FF00)%s#n, ressources de la guilde #C(#00FF00)%s#n，reculer #C(#00FF00)%s#nmètres	0
Common.Other.GlobalPrompt.UNION_EXPLORE_TAKE_PRISONER_FAIL_PROMPT	您战斗失败，获得个人贡献#C(#00FF00)%s#n，后退#C(#00FF00)%s#n米	défaite du combat ，acquérir la contribution personnelle#C(#00FF00)%s#n，reculer #C(#00FF00)%s#nmètres	0
Common.Other.GlobalPrompt.UNION_EXPLORE_TAKE_PRISONER_SUCCESS_PROMPT	您抓获一个战俘，获得个人贡献#C(#00FF00)%s#n，前进#C(#00FF00)%s#n米	vous avez capturé un pionnier de guerre ，acquérir la contribution personnelle#C(#00FF00)%s#n，avancer#C(#00FF00)%s#nmètres	0
Common.Other.GlobalPrompt.UNION_EXPLORE_YOU_ESCAPE_PROMPT	您不战而逃，获得个人贡献#C(#00FF00)%s#n，后退#C(#00FF00)%s#n米	vous vous enfuyez sans combat ，acquérir la contribution personnelle#C(#00FF00)%s#n，reculer #C(#00FF00)%s#nmètres	0
Common.Other.GlobalPrompt.UNION_FB_INVITE_SUBSTITUTE	【公会副本—替身组队】#C(#00FF00)%s#n正在和您的替身组队	【instance de la guilde—groupe des remplaçants】#C(#00FF00)%s#nest en train de grouper avec votre remplaçant	0
Common.Other.GlobalPrompt.UNION_FB_NO_COST	你选择不消耗行动力进行挑战#H战斗不会获得奖励，且不增加占领度。	vous avez choisi à défier sans la consommation de la force d'action#H vous ne pouvez pas recevoir les récompenses, et la barre de l'occupation ne s'augmente pas	0
Common.Other.GlobalPrompt.UNION_GOD_CANT_CHALLENGE	在23:55-24:00为结算时间，请明日再挑战！	23:55-24:00 est le temps du règlement，veillez défier demain！	0
Common.Other.GlobalPrompt.UNION_GOD_FIRST_KILL_MSG	本公会#C(#fefb00)%s#n首个通关公会魔神第#C(#fefb00)%s#n关。	#C(#fefb00)%s#n est le premier qui a passé étage #C(#fefb00)%s#n de Dieu magique.	0
Common.Other.GlobalPrompt.UNION_GOD_FIRST_KILL_NEWS	本公会#C(#fefb00)%s#n首个通关公会魔神第#C(#fefb00)%s#n关。	#C(#fefb00)%s#n est le premier qui a passé étage #C(#fefb00)%s#n de Dieu magique.	0
Common.Other.GlobalPrompt.UNION_HAS_JOIN_IN_UNION	该玩家已加入其它公会	ce joueur a déjà participé dans l'autre guilde	0
Common.Other.GlobalPrompt.UNION_JOB_DOWN_FULL_PROMPT	下一级职位已满，请先调整。	la place inférieure est pleine, réglez tout d'abords	0
Common.Other.GlobalPrompt.UNION_JOB_UP_FULL_PROMPT	上一级职位已满，请先调整。	la place supérieure est pleine, réglez tout d'abords	0
Common.Other.GlobalPrompt.UNION_JOIN_WELCOME_MSG	欢迎#C(#fefb00)%s#n加入公会。	bienvenu à #C(#fefb00)%s#n de participer dans la guilde。	0
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_ALL_GATE_BROKEN_PROMPT	所有城门已被攻破，圣域争霸活动已结束	toutes les portes de la cité sont attaquées，l'activité du dispute d'hégémonie est finie	0
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_BREAK_WIN_STREAK	#C(#E87D22)【圣域争霸】#n功夫再高，也怕菜刀，#C(#00FF00)%s#n破掉#C(#00FF00)%s#n的#C(#00FF00)%s#n连杀，真是新一代神人！	#C(#E87D22)【dispute d'hégémonie】#nincroyable，#C(#00FF00)%s#n a arrêté  la tuerie de #C(#00FF00)%s#n#C(#00FF00)%s#n ，c'est un vrai héros ！	0
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_BUFF_PROMPT	#C(#00FF00)%s#n激活了#C(#FFFF00)%s#n，公会全体成员获得#C(#00F6FF)%s#n效果	#C(#00FF00)%s#na activer  #C(#FFFF00)%s#n，toute la guide a acquis l'effet #C(#00F6FF)%s#n	0
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_CANT_ENTER_PROMPT	只有本服排名#C(#00FF00)第1～3名#n的公会勇士才能前往	seuls les 3 premiers guerriers du propre serveur #C(#00FF00)du propre serveur#npeuvent y aller 	0
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_CAN_JOIN_HEARSAY	#C(#E87D22)【圣域争霸】#n跨服圣域争霸已经开启，请本服#C(#00FF00)其他公会#n界面排名#C(#00FF00)第1～3名#n的公会勇士尽快前往准备，夺取属于您的圣城！	#C(#E87D22)【dispute d'hégémonie】#ndispute d'hégémonie inter-serveur commence officiellement ，les 3 premiers guerriers d'autres guildes#C(#00FF00)du classement #nde l'interface #C(#00FF00)du tout serveur #nse préparent pour s'emparer leur propre zone sacrée！	0
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_END_HEARSAY	#C(#E87D22)【圣域争霸】#n勇者无敌，圣域永驻，#C(#00FF00)%s#n公会获得圣域入驻权利，让我们一起觐见新的#C(#00FF00)圣域独裁者#n吧！	#C(#E87D22)【dispute d'hégémonie】#nguerrier invincible ,la zone sacré se tient pour toujours ，#C(#00FF00)%s#n a acquis la qualification d'entrer la zone sacrée,laissons voir ensemble le nouveau dictateur de la zone sacrée#C(#00FF00)#n！	0
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_GATE_BROKEN_HEARSAY	#C(#E87D22)【圣域争霸】#n#C(#00FF00)%s#n已被攻破，入驻圣域就在眼前，各位公会勇士大展神威，让我们一起开创新的伟业吧！	#C(#E87D22)【dispute d'hégémonie】#n#C(#00FF00)%s#n a été prise .guerriers de la guilde ,laissons créer une nouvelle ère ！	0
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_GODDESS_PROMPT	您正受到女神的庇护，获得#C(#E87D22)%s#n	vous êtes sous la protection de la déesse  pr，et vous avez acquis #C(#E87D22)%s#n	0
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_LEAVE_PROMPT	对方已经离开了城门，请选择其他玩家挑战。	l'adversaire est parti de la porte de la cité ,chosifiez d'autres joueurs pour continuer votre combat .	0
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_LOST_GUARD_RECORD	#C(#00FF00)圣域守卫#n击败了您，您的积分#C(#00FF00)-%s#n	#C(#00FF00)garde de la zone sacrée #n vous a battu ，vos points #C(#00FF00)-%s#n	0
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_LOST_PVP_RECORD	#C(#00FF00)%s#n击败了您，您的积分#C(#00FF00)-%s#n	#C(#00FF00)%s#n vous a battu ，vos points#C(#00FF00)-%s#n	0
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_NEW_JOIN_PROMPT	#C(#E87D22)【圣域争霸】#n%s进入圣域，公会总积分#C(#00FF00)+%s#n	#C(#E87D22)【dispute d'hégémonie】#n%s entrer à la zone sacrée，les points totals de la guilde #C(#00FF00)+%s#n	0
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_OTHER_CD_PROMPT	该玩家当前不可以挑战，请先挑战其他玩家。	vous ne pouvez pas défier ce jour à présent, veillez défier les autres joueurs	0
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_START_HEARSAY	#C(#E87D22)【圣域争霸】#n跨服圣域争霸正式开启，夺取城门，攻破圣域，圣城就是您的啦！	#C(#E87D22)【dispute d'hégémonie】#ndispute d'hégémonie inter-serveur commence officiellement ，emparez-vous la porte de la cité sacré et attaquez la zone sacrée,elle est à vous ！	0
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_TEN_MINUTE_READY_HEARSAY	#C(#E87D22)【圣域争霸】#n跨服圣域争霸将在10分钟后开启，请本服#C(#00FF00)其他公会#n界面排名#C(#00FF00)第1～3名#n的公会勇士做好准备！	#C(#E87D22)【dispute d'hégémonie】#n le dispute d'hégémonie se commence pendant 10 minerai ，les 3 premiers guerriers d'autres guildes#C(#00FF00)du classement #nde l'interface #C(#00FF00)du tout serveur #nse préparent！	0
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_WIN_GUARD_RECORD	您战胜了#C(#00FF00)圣域守卫#n，您的积分#C(#00FF00)+%s#n	vous avez vaincu#C(#00FF00)garde de la cité noir #n，#C(#00FF00)+%s#n	0
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_WIN_PVP_RECORD	您战胜了#C(#00FF00)%s#n，您的积分#C(#00FF00)+%s#n	vous avez vaincu #C(#00FF00)%s#n，vos points#C(#00FF00)+%s#n	0
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_WIN_STREAK_HEARSAY2	#C(#E87D22)【圣域争霸】#n#C(#00FF00)%s#n连杀！#C(#00FF00)%s#n已经杀人如麻！	#C(#E87D22)【dispute d'hégémonie】#n#C(#00FF00)%s#ntuerie continue！#C(#00FF00)%s#n a tué beaucoup de gens！	0
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_WIN_STREAK_HEARSAY3	#C(#E87D22)【圣域争霸】#n#C(#00FF00)%s#n连杀！#C(#00FF00)%s#n已经暴走杀戮！	#C(#E87D22)【dispute d'hégémonie】#n#C(#00FF00)%s#ntuerie continue！#C(#00FF00)%s#n un massacre fou ！	0
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_WIN_STREAK_HEARSAY4	#C(#E87D22)【圣域争霸】#n#C(#00FF00)%s#n连杀！#C(#00FF00)%s#n已经如同神一般的杀戮！	#C(#E87D22)【dispute d'hégémonie】#n#C(#00FF00)%s#n连杀！#C(#00FF00)%s#n un massacre du dieu ！	0
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_WIN_STREAK_HEARSAY5	#C(#E87D22)【圣域争霸】#n#C(#00FF00)%s#n连杀！#C(#00FF00)%s#n已经遇神杀神，遇佛杀佛，无人能挡！	#C(#E87D22)【dispute d'hégémonie】#n#C(#00FF00)%s#ntuerie continue！#C(#00FF00)%s#n peut tuer tout ！	0
Common.Other.GlobalPrompt.UNION_MEMBER_FULL	公会人数已达上限，请提升公会等级或者先清理人数	le nombre des personnes dans la guilde attent le plafond, augmentez le niveau de la guilde ou enlevez les membres tout d'abors	0
Common.Other.GlobalPrompt.UNION_NAME_REPEAT	这个公会名字已被占用。	ce nom de la guilde est occupée	0
Common.Other.GlobalPrompt.UNION_OPEN_TREASURE_COPPER_MSG	公会富豪#C(#FFFF00)%s#n为大家开启了#C(#FF6600)铜宝箱#n，大家快去夺取吧！#C(#00ff00)#U#A(#K(GHDB))前往夺宝#n#n#n	Le riche #C(#FFFF00)%s#n de la guilde a ouvert #C(#FF6600)le coffret au trésor de bronze #n pour tout le monde，dépêchez vous de vous en emparer ！#C(#00ff00)#U#A(#K(GHDB))allez #n#n#n 	0
Common.Other.GlobalPrompt.UNION_OPEN_TREASURE_COPPER_NEWS	富豪#C(#fefb00)%s#n开启了#C(#FF6600)铜宝箱#n。	riche #C(#fefb00)%s#n a ouvert #C(#FF6600)le coffret au trésor de bronze #n。	0
Common.Other.GlobalPrompt.UNION_OPEN_TREASURE_GOLD_MSG	公会富豪#C(#FFFF00)%s#n为大家开启了#C(#FF6600)金宝箱#n，大家快去夺取吧！#C(#00ff00)#U#A(#K(GHDB))前往夺宝#n#n#n	Le riche #C(#FFFF00)%s#n de la guilde a ouvert #C(#FF6600)le coffret au trésor d'or#n pour tout le monde，dépêchez vous de vous en emparer ！#C(#00ff00)#U#A(#K(GHDB))allez #n#n#n 	0
Common.Other.GlobalPrompt.UNION_OPEN_TREASURE_GOLD_NEWS	富豪#C(#fefb00)%s#n开启了#C(#FF6600)金宝箱#n。	Le riche #C(#fefb00)%s#n a ouvert #C(#FF6600)le coffret au trésor d'argent  #n。	0
Common.Other.GlobalPrompt.UNION_OPEN_TREASURE_SILVER_MSG	公会富豪#C(#FFFF00)%s#n为大家开启了#C(#FF6600)银宝箱#n，大家快去夺取吧！#C(#00ff00)#U#A(#K(GHDB))前往夺宝#n#n#n	Le riche #C(#FFFF00)%s#n de la guilde a ouvert #C(#FF6600)le coffret au trésor d'argent #n pour tout le monde，dépêchez vous de vous en emparer ！#C(#00ff00)#U#A(#K(GHDB))allez #n#n#n 	0
Common.Other.GlobalPrompt.UNION_OPEN_TREASURE_SILVER_NEWS	富豪#C(#fefb00)%s#n开启了#C(#FF6600)银宝箱#n。	riche #C(#fefb00)%s#n a ouvert #C(#FF6600)le coffret au trésor d'argent #n。	0
Common.Other.GlobalPrompt.UNION_PRESIDENT_TRANSFER_MSG	恭喜#C(#fefb00)%s#n成为新任会长！	Félicitations ,#C(#fefb00)%s#n est devenu le nouveau chef de la guilde ！	0
Common.Other.GlobalPrompt.UNION_QQ_NOT_LOGIN	当前无法连接至游戏平台，请刷新页面或者重新登录游戏后再试。	on ne peut pas se connecter au serveur du jeu ,rafraîchîssez la page ou  ré -connectez vous /	0
Common.Other.GlobalPrompt.UNION_ROLE_OFFLINE	该玩家已离线。	ce joueur est hors ligne	0
Common.Other.GlobalPrompt.UNION_TASK_FINISHED_HELP_FAIL	任务已完成，协助失败	la tâche est finie, vous avez échoué l'assistance	0
Common.Other.GlobalPrompt.UNION_TASK_HAS_HELPED	您已对该任务进行过提星	vous avez augmenté les étoiles de cette quête 	0
Common.Other.GlobalPrompt.UNION_TASK_INVITE_MSG	#C(#EE7600)【公会任务】#n#C(#FFFFFF)#C(#00FF00)%s#n玩家接取了一个公会任务，完成后可以大大增加公会资源，大家快来帮他提星吧。 #C(#00ff00)#U#A(#K(helpUpStar,%s))立即协助#n#n#n	#C(#EE7600)【quête de la guilde 】#n#C(#FFFFFF)#C(#00FF00)%s#nle joueur a reçu une quête de la guilde ，il s'agit d'augmenter les ressources de la guilde ，allez l'aider  #C(#00ff00)#U#A(#K(helpUpStar,%s))assister immédiatement #n#n#n	0
Common.Other.GlobalPrompt.UNION_TASK_NO_HELP_CNT	今日已经没有提星次数	vous n'avez pas de chance d'augmenter les étoiles aujourd'hui 	0
Common.Other.GlobalPrompt.UNION_TASK_STAR_FULL	任务已满星，提星失败	les étoiles de la quête sont pleines,échec des augmentations des étoiles 	0
Common.Other.GlobalPrompt.UNION_TASK_UPGRADE_SUCCESS	任务提星成功	augmentation des étoile de quête avec succès 	0
Common.Other.GlobalPrompt.UNION_TASK_WHO_HELP_YOU	#C(#00FF00)%s#n将您的任务提至#C(#fbfe00)%s#n星	#C(#00FF00)%s#nmonter votre quête #C(#fbfe00)%s#n étoiles 	0
Common.Other.GlobalPrompt.USE_EVO_SUC_MSG	使用成功，您的坐骑升阶至%s阶%s星	 utilisation avec succès，votre monture atteint le niveau %set %s étoiles 	0
Common.Other.GlobalPrompt.USE_EXP_SUC_MSG	使用成功，获得%s坐骑经验。	utiliser avec succès ，et acquis %sexpérience de la monture 	0
Common.Other.GlobalPrompt.UnBindRMB_Tips	神石 +%s#H	pierres divines +%s#H	0
Common.Other.GlobalPrompt.UnionBuildingLevelUp	升级操作成功	amélioration avec succès 	0
Common.Other.GlobalPrompt.UnionBuildingLevelUpAll	#C(#E87D22)【建筑升级】#n#C(#FFFFFF)经过我们的共同努力，公会#n#C(#FEFB00)%s#n#C(#FFFFFF)提升到#C(#FEFB00)%s级#n#C(#FFFFFF)，让我们一起享受成果吧！	#C(#E87D22)【amélioration de structure 】#n#C(#FFFFFF)après notre efforts continus，la guilde #n#C(#FEFB00)%s#n#C(#FFFFFF)a été  monté au niveau #C(#FEFB00)%s#n#C(#FFFFFF)，profitons des résultats ensemble ！	0
Common.Other.GlobalPrompt.UnionCntMaxTips	公会数量已达上限，无法创建新公会，请选择其他公会加入。	vous avez créé le max de la guilde ,et vous ne pouvez pas en créer une nouvelle ,participez aux autres guildes.	0
Common.Other.GlobalPrompt.UnionContribution_Tips	公会贡献+%s#H	contribution de la guilde +%s#H	0
Common.Other.GlobalPrompt.UnionDismissCotent	亲爱的龙骑士，您所在的【%s】公会由于连续7日新增公会资源不足%s，公会已自动解散。若您之前不在【%s】公会中，请忽略此邮件。	cher chevalier de dragon ，la guilde 【%s】 où  vous êtes a été dispersée automatiquement en raison de manque des ressources de la guilde pendant 7 jours consécutifs%s.si vous n'êtes pas dans la guilde 【%s】,négligez ce courriel s'il vous plaît 	0
Common.Other.GlobalPrompt.UnionDismissSender	系统	système	0
Common.Other.GlobalPrompt.UnionDismissTitle	公会自动解散说明	explications de la dispersion automatique de la guilde 	0
Common.Other.GlobalPrompt.UnionDismissWarnCotent	亲爱的龙骑士，您所在的【%s】公会昨日新增公会资源不足%s。若连续7天增加的资源小于%s，公会将被强制解散。目前是第%s天。若您已不在【%s】公会中请忽略此邮件。	cher chevalier de dragon ， les ressources de la guilde 【%s】 vous êtes sont moins de %s.si les ressources de la guilde sont moins de %s pendant 7 jours consécutifs，la guilde sera dispersée automatiquement .il est le %s jour en ce moment. si vous n'êtes pas dans la guilde 【%s】,négligez ce courriel s'il vous plaît	0
Common.Other.GlobalPrompt.UnionDismissWarnSender	系统	système	0
Common.Other.GlobalPrompt.UnionDismissWarnTitle	公会自动解散警告	avertissement de la dispersion automatique de la guilde 	0
Common.Other.GlobalPrompt.UnionExp_Tips	公会经验+%s#H	expérience de la guilde +%s#H	0
Common.Other.GlobalPrompt.UnionGoodBuyOkay	购买成功	achat avec succès 	0
Common.Other.GlobalPrompt.UnionGoodNoLeft	商品已售空	marchandise épuisée	0
Common.Other.GlobalPrompt.UnionMagicTower	魔法塔	tour de magie 	0
Common.Other.GlobalPrompt.UnionResource_Tips	公会资源+%s#H	ressources de la guilde +%s#H	0
Common.Other.GlobalPrompt.UnionShenShouBlessingOkay	祝福成功，在神兽战斗中攻击力%s%%	bénédiction avec succès ，au combat de la bête divine force de combat %s%%	0
Common.Other.GlobalPrompt.UnionShenShouCallLimitCnt	今日已召唤神兽，请明日再召唤	vous avez appelé la bête divine ,appelez-la demain 今	0
Common.Other.GlobalPrompt.UnionShenShouCallSuccess	神兽召唤操作成功	appel de la bête divine avec succès 	0
Common.Other.GlobalPrompt.UnionShenShouCallSuccessAll	#C(#E87D22)【神兽召唤】#n平地起惊雷，公会神兽#C(#00FF00)%s#n随着一道闪电出现在公会驻地，请大家前往挑战，获得丰厚奖励！	#C(#E87D22)【appel de la bête divine 】#ntonnerre de la terre ，la bête divine de la guilde  #C(#00FF00)%s#n se présent à la garnison  de la guilde avec un foudre ，défier ensemble pour acquérir la récompense généreuse ！	0
Common.Other.GlobalPrompt.UnionShenShouChallengeFail	神兽挑战失败，获得战斗奖励	défi de la bête divine sans succès ，et a acquis la récompense du combat 	0
Common.Other.GlobalPrompt.UnionShenShouChallengeLimitCnt	今日挑战次数已达上限	pas assez de nombre de défi aujourd'hui 	0
Common.Other.GlobalPrompt.UnionShenShouChallengeSuccess	神兽挑战成功，获得战斗奖励	défi de la bête divine avec succès ，et a acquis la récompense du combat	0
Common.Other.GlobalPrompt.UnionShenShouChallengeSuccessAll	#C(#E87D22)【神兽挑战】#n#C(#00FF00)%s#n#C(#FFFFFF)神勇无敌，挑战神兽成功，神兽口吐%s,飞入#C(#ff0000)公会商店#n，大家快去抢购啊！#C(#00ff00)#U#A(#K(OPEN_UNION_SHOP_PANEL))前往购买#n	#C(#E87D22)【défi de la bête divine】#n#C(#00FF00)%s#n#C(#FFFFFF)est invincible ,et a défié la bête divine avec succès ，avec une bouche pleine de %s,volet à#C(#ff0000)la boutique de #n，dépêchez vous à！#C(#00ff00)#U#A(#K(OPEN_UNION_SHOP_PANEL))aller pour les  acquérir #n	0
Common.Other.GlobalPrompt.UnionShenShouDisappear	【神兽挑战】公会神兽#C(#00FF00)%s#n全身雷光闪烁，腾空而去，离开公会驻地，请大家明天再召唤！	【défi de la bête divine 】la bête de la guilde #C(#00FF00)%s#n  d'or！	0
Common.Other.GlobalPrompt.UnionShenShouFeedAfterFull	喂养成功，获得个人贡献+%s	renforcement avecsuccès ，acquérir la contribution personnelle+%s	0
Common.Other.GlobalPrompt.UnionShenShouFeedFull	#C(#E87D22)【神兽喂养】#n#C(#00FF00)%s#n#C(#FFFFFF)已经成熟，正在公会嗷嗷撒娇：快来召唤我吧！快来请挑战我吧！	#C(#E87D22)【alimentation de la bête divine 】#n#C(#00FF00)%s#n#C(#FFFFFF) s'est bien développé,allez défier!	0
Common.Other.GlobalPrompt.UnionShenShouFeedOkay	喂养成功，获得个人贡献%s，神兽成长%s	alimentation avec succès ，acquérir la contribution personnelle%s，la croissance de %s	0
Common.Other.GlobalPrompt.UnionShenShouGrowthValueNotEnough	神兽成长值不足，召唤失败	pas assez l'énergie ，échec de l'appel 	0
Common.Other.GlobalPrompt.UnionShenShouHurtRankMailCotent	您昨日在公会神兽挑战中伤害排名第%s,获得排名奖励,请尽快提取！	vous vous classez  %s dans le classement des dégâts au concours de la bête divine ,et avez acquis la récompense de classement retirez-en vite ！	0
Common.Other.GlobalPrompt.UnionShenShouHurtRankMailSender	系统	système	0
Common.Other.GlobalPrompt.UnionShenShouHurtRankMailTitle	公会神兽排行奖励	récompense du classement de la bête divine de la guilde 	0
Common.Other.GlobalPrompt.UnionShenShouPerfectFeedOkay	#C(#E87D22)【神兽喂养】#n#C(#00FF00)%s#n#C(#FFFFFF)挥毫撒神石，神兽瞬间完美成熟，正在公会嗷嗷撒娇：求召唤！求挑战！	#C(#E87D22)【alimentation de la bête divine 】#n#C(#00FF00)%s#n#C(#FFFFFF) a dépensé pas mal de pierres divines，la bête est bien élevée, allez défier	0
Common.Other.GlobalPrompt.UnionShenShouUpGradeOkay	神兽升阶操作成功	amélioration de la bête divine avec succès 	0
Common.Other.GlobalPrompt.UnionShenShouUpGradeOkayAll	#C(#E87D22)【神兽升级】#n#C(#FFFFFF)经过大家不懈的努力，公会神兽升阶为#C(#00FF00)%s#n，召唤后即可获得更多的奖励，快去喂养吧！#n	#C(#E87D22)【augmentation de la bête divine 】#n#C(#FFFFFF)après bien des efforts ，la bête divine de la guilde améliore au niveau #C(#00FF00)%s#n，recevoir plus de récompenses après l'appel ！#n	0
Common.Other.GlobalPrompt.UnionShenShouUpperFeedOkay	#C(#E87D22)【神兽喂养】#n#C(#00FF00)%s#n#C(#FFFFFF)从口袋中掏出一把神石高级喂养神兽，神兽成长值增加#n#C(#00FF00)%s点#n#C(#FFFFFF)，乐得神兽嗷嗷大叫：好爽啊，多喂我一点吧！	#C(#E87D22)【alimentation de la bête divine 】#n#C(#00FF00)%s#n#C(#FFFFFF)de la poche certaines pierres divines avancée pour alimenter la bête divine ，la valeur de croissance de la bête divine augmente de #n#C(#00FF00)%s#n#C(#FFFFFF)，la bête divine grogne-c'est très bien ,pouvez vous en donner plus ?	0
Common.Other.GlobalPrompt.UnionShenShoutan	神兽坛	autel de la bête divine 	0
Common.Other.GlobalPrompt.UnionSkillActiveOkay	技能重新激活	activer la compétence à nouveau 	0
Common.Other.GlobalPrompt.UnionSkillLearnOkay	技能学习成功	apprendre la compétence avec succès 	0
Common.Other.GlobalPrompt.UnionSkillResearchGoOn	#C(#E87D22)【技能研究】#n#C(#FEFB00) %s技能#n #C(#FFFFFF)由于公会资源充足，继续开始研究！	#C(#E87D22)【recherche de la compétence 】#n#C(#FEFB00) %s la recherche de compétence:#n #C(#FFFFFF) se commence vu que les ressources de la guilde sont suffisantes maintenant！	0
Common.Other.GlobalPrompt.UnionSkillResearchOkay	#C(#E87D22)【技能研究】#n#C(#FFFFFF)经过大家共同努力，#n#C(#FEFB00) %s#n #C(#FFFFFF)研究成功，大家可前往工会技能学习！	#C(#E87D22)【recherche de la compétence 】#n#C(#FFFFFF)la recherche de #n#C(#FEFB00) %s#n #C(#FFFFFF) est réussie，les membres peuvent l'apprendre！	0
Common.Other.GlobalPrompt.UnionSkillResearchPause	#C(#E87D22)【技能研究】#n#C(#FEFB00)%s#n #C(#FFFFFF)由于公会资源不足暂停研究，请大家尽快增加公会资源，保证技能恢复研究！	#C(#E87D22)【recherche de la compétence 】#n#C(#FEFB00)%sla recherche de #n #C(#FFFFFF) s'arrête à cause de manque de ressources de la guilde,augmentez les ressources de la guilde！	0
Common.Other.GlobalPrompt.UnionSkillResearchSuccess	技能研究操作成功	recherche de la compétence avec succès 	0
Common.Other.GlobalPrompt.UnionSkillResearchSuccessAll	#C(#E87D22)【技能研究】#n#C(#00FF00)%s#n#C(#FFFFFF)开启了#C(#FEFB00)%s技能#n研究，请大家务必保证每小时有充足的公会资源！	#C(#E87D22)【recherche de la compétence 】#n#C(#00FF00)%s#n#C(#FFFFFF)démarre la recherche de la compétence de #C(#FEFB00)%s#n，veillez garder les ressources suffisantes de la guilde ！	0
Common.Other.GlobalPrompt.UnionSkillTimeOut	您有公会技能过期，请前往公会技能重新激活	votre compétence de la guilde est expiré ,allez l'activer à nouveau	0
Common.Other.GlobalPrompt.UnionStore	商店	boutique 	0
Common.Other.GlobalPrompt.UnionStoreActiveGoodOkay	商品激活操作成功	activer la boutique avec succès 	0
Common.Other.GlobalPrompt.UnionStoreActiveGoodOkayAll	#C(#E87D22)【商店激活】#n#C(#FFFFFF)经过大家不懈的努力，公会商店开始出售#Z(%s,%s)，大家快去商店购买吧！	#C(#E87D22)【activation de la boutique 】#n#C(#FFFFFF)après bien des efforts，la boutique de la guilde commence à vendre #Z(%s,%s)，allez l'acheter vite ！	0
Common.Other.GlobalPrompt.UniverBuy_Msg	#C(#E87D22)由于大家疯狂地抢购，#C(#FFFF00)全民团购活动全民大礼包（%s）#C(#E87D22)购买人数已达#C(#00FF00)%s#C(#E87D22)人，每日参与团购的玩家在0点结算后统一发放福利宝箱，巨量回馈，等你来拿。#C(#00FF00)#U#A(#K(openQMTG))我也要团购！#n#n	#C(#E87D22)à la suite de l'achat fou ，#C(#FFFF00)le nombre de gens qui ont acheté le grand paquet-cadeau de l'achat groupé  全（%s）#C(#E87D22)a atteint#C(#00FF00)%s#C(#E87D22)，tous joueur qui ont y participé vont recevoir le coffret au trésor de récompense après le règlement à 0:00 .#C(#00FF00)#U#A(#K(openQMTG))je veux y participer ！#n#n	0
Common.Other.GlobalPrompt.UpGradeEquipment_Failt	英雄等级不足	niveau du héros insuffisant 	0
Common.Other.GlobalPrompt.UseFireWorksFail	当前场景无法使用烟花	on ne peut utiliser du feu d'artifice dans ce scénario 	0
Common.Other.GlobalPrompt.UseFireWorks_Tips	#C(#00EE00)%s#n在#C(#FFFF00)%s#n使用了烟花，“嘭”的一声巨响,烟花腾空而起，在天空中绽开五颜六色，绚丽如梦	#C(#00EE00)%s#ndans #C(#FFFF00)%s#n a éclairer le feu d'artifice ，“bang ”,le feu d'artifice s'éclate au cile comme les bonnes fleurs	0
Common.Other.GlobalPrompt.VIPLibaoLevel	等级不足，到达20级可以领取	niveau insuffisant ，il faut atteindre le niveau 20 pour le recevoir 	0
Common.Other.GlobalPrompt.VIP_BINDRMB	魔晶+%s,	cristal magique +%s,	0
Common.Other.GlobalPrompt.VIP_GOLD	金币+%s,	pièce d'or  +%s,	0
Common.Other.GlobalPrompt.VIP_LIBAO_MSG1	#C(#00FF00)%s#n领取了贵族#C(#0DF6FF)%s#n奖励:	#C(#00FF00)%s#n a reçu la récompense du noble #C(#0DF6FF)%s#n:	0
Common.Other.GlobalPrompt.VIP_LIBAO_MSG2	真是羡煞旁人！	c'est très enviable !	0
